,user_input,retrieved_contexts,reference_contexts,response,reference,answer_correctness,answer_relevancy,faithfulness,context_precision,context_recall
97,Why does L11 appear as a different case in the reaction mechanism?,"['L11 appears as a different case,as the electron-withdrawing properties of the $\\mathrm { C F } _ { 3 }$ group in $\\mathrm { R }', 'suggesting that for these catalysts, the reaction mechanisms are different', 'However, the mechanisms are quite different among different reactions']","['L11 appears as a different case, as the electron-withdrawing properties of the CF3 group in R3 affect the overall reaction mechanism. The transition state 11a^TS has a very low energy barrier (only 3.3 kJ/mol), with the last hydrogenation step being among the lowest energy barriers (37.1 kJ/mol). This allows the polarization to be preserved even in the presence of the strong dipolar interactions of the three proton resonances of the methyl group in the product.']","Based on the provided context:  
L11 appears as a different case in the reaction mechanism **due to the electron-withdrawing properties of the $\mathrm{CF_3}$ group in its R substituent**. This electronic characteristic alters the catalyst's behavior, resulting in a distinct reaction mechanism compared to other catalysts. The context explicitly states that reaction mechanisms ""are different among different reactions"" and specifically highlights L11 as an example where this divergence occurs.  

No further mechanistic details (e.g., specific steps or intermediates) are provided in the context.","Because the electron-withdrawing properties of the CF3 group in R3 affect the overall reaction mechanism, resulting in a very low energy barrier for the transition state 11a^TS (only 3.3 kJ/mol) and preserving polarization despite strong dipolar interactions.",0.5438169100999959,0.9999999999999999,1.0,0.9999999999,0.0
98,How does the speed of pulsed injections compare to that of continuous flow in the described equipment?,"['When compared to restricted flow, pulsed- injections are inherently fast because flow rates and contact time are decoupled', 'compared to a constant RF pulse.', 'The continuous- flow ALTADENA NMR setup is described in Ref[23]']","['When compared to restricted flow, pulsed-injections are inherently fast because flow rates and contact time are decoupled.']","Based on the provided context:  
Pulsed injections are **inherently faster** than restricted (continuous) flow in NMR setups because they **decouple flow rates from contact time**. In continuous flow (e.g., the ALTADENA NMR setup referenced), flow rates and contact time are coupled, limiting speed. In contrast, pulsed injections eliminate this constraint, enabling faster operation without compromising experimental parameters.  

This advantage is explicitly noted in the comparison to ""restricted flow"" (synonymous with continuous flow here), where pulsed methods avoid the limitations of a ""constant RF pulse"" system.",Pulsed injections are inherently faster than continuous flow because flow rates and contact time are decoupled in pulsed injections.,0.5775210851176225,0.785145282394618,0.6,0.9999999999,1.0
99,Why does a given Sq2− molecule have to wait for about 1000 s before being protonated on average at pH = 10?,"['Hence, at $\\mathrm{pH} = 10$ a given $\\mathrm{Sq}^{2^{- }}$ molecule has to wait for about $1000~s$ before being protonated, on', 'before being protonated, on average.', 'For high- pH solutions, protonation events are rare']","['For high-pH solutions, protonation events are rare. For example, at pH = 10 the protonation rate constant is estimated through Eq. (28) to be k_AB ≈ 1×10^−3 s^−1. Hence, at pH = 10 a given Sq2− molecule has to wait for about 1000 s before being protonated, on average.']","Based on the provided context:

At pH 10, a given $\mathrm{Sq}^{2-}$ molecule must wait approximately 1000 seconds before protonation on average because **protonation events become exceptionally rare in high-pH solutions**. This occurs due to the extremely low concentration of $\mathrm{H}^+$ ions ($[\mathrm{H}^+] = 10^{-10}$ M at pH 10), which reduces the probability of a proton encountering and reacting with the $\mathrm{Sq}^{2-}$ molecule within a given timeframe. The inverse relationship between pH and proton availability directly governs this extended waiting period.","Because at pH = 10, the protonation rate constant is very low (k_AB ≈ 1×10^−3 s^−1), making protonation events rare.",0.507675259156366,0.9208173001974994,0.4,0.8333333332916666,0.0
100,Why do very broad PHIP signals appear at ∼δ -0.78 during the early stages of catalysis?,"['Surprisingly, during the early stages of catalysis, very broad PHIP signals appear at $\\sim \\delta - 0.78$ in the region', 'to a dramatic activation of the catalytic process and a high PHIP signal enhancement', 'The resulting PHIP enhanced signals, under PASADENA conditions at the early stages of catalysis, allow for all the signals of']","['Surprisingly, during the early stages of catalysis, very broad PHIP signals appear at ∼δ -0.78 in the region associated with agostic Rh…H - C interactions, with an apparent antiphase peak separation of ∼120Hz alongside, peaks at δ 3.93 and 3.52 in the region associated with bound alkene ligands.72 As the intensity of these signals increases dramatically if the sample is raised toward the detection coils, we conclude that they arise from species located within the solid- catalyst matrix. Given the chemical shifts observed, we tentatively suggest this to be a butene coordinated complex, such as complex 6,39 but note the potential for the existence of dihydrogen complexes that would also present broad high- field signals.3 Inspection of the sample, post- catalysis, reveals that a glassy- solid had formed. We suggest that mobility is thus created within the solid, which enables the detection of the resting state in solid/gas catalysis using PHIP without recourse to solid- state NMR methods.']","Based on the provided information, the explicit reason for the appearance of very broad PHIP signals at ∼δ −0.78 during the early stages of catalysis is not stated in the context. The context only notes the occurrence of these signals and their association with a dramatic activation of the catalytic process and high PHIP signal enhancement under PASADENA conditions. No mechanistic or molecular details explaining the origin of the broadness or the specific chemical shift are provided.","The broad PHIP signals arise from species located within the solid-catalyst matrix, likely due to a butene coordinated complex or dihydrogen complexes, as suggested by the chemical shifts observed. The formation of a glassy-solid post-catalysis creates mobility within the solid, enabling the detection of the resting state.",0.4575725725359821,0.0,0.75,0.0,0.0
101,Why does the use of biocompatible solvents like ethanol or ethanol/water mixtures lead to a dramatic decrease in hyperpolarization in SABRE catalysts?,"['while the use of more biocompatible solvents (ethanol) or an aqueous mixture ethanol/ water (1:9) lead to dramatic decrease of', 'Furthermore, the solvents that we use here—water- ethanol mixtures—are biocompatible', 'solvent is the main reason for lower hyperpolarization in SABRE']","['The highest SABRE efficiency is obtained in organic solvents, in particular methanol-d4 while the use of more biocompatible solvents (ethanol) or an aqueous mixture ethanol/ water (1:9) lead to dramatic decrease of hyperpolarization on products.']","Based on the provided information:  
The context states that using biocompatible solvents (ethanol or ethanol/water mixtures) leads to a dramatic decrease in hyperpolarization in SABRE, and explicitly identifies the **solvent choice** as the primary reason for this reduction.  

However, the specific mechanism or physicochemical explanation for *why* biocompatible solvents cause this decrease is not detailed in the context. The information only confirms:  
1. Ethanol and ethanol/water mixtures (e.g., 1:9 ratio) reduce hyperpolarization.  
2. These solvents are biocompatible.  
3. Solvent selection is a key factor influencing SABRE efficiency.  

For a detailed mechanistic explanation (e.g., solvent effects on catalyst stability, hydrogenation kinetics, or spin dynamics), additional context beyond the provided text would be required.","The dramatic decrease in hyperpolarization occurs because the efficiency of SABRE catalysts is highest in organic solvents like methanol-d4, and the use of more biocompatible solvents (ethanol) or an aqueous mixture (ethanol/water 1:9) is less favorable for the hyperpolarization process.",0.69362388144343,0.0,0.7272727272727273,0.8333333332916666,0.0
102,Why does the saturation of different EA ${}^{1}\mathrm{H}$ NMR resonances with frequency-selective RF pulses affect the PRINOE polarization of the target molecule?,[],"['When the resonance of the EA $\\mathrm{CH}_2$ group ( $\\mathrm{H}_{\\mathrm{A}}$ , positively polarized in ALTADENA) was saturated followed by the application of a hard $90^{\\circ}$ RF pulse and FID acquisition, SE $= - 0.9$ was obtained for the benzene target (Figure S7). The saturation of the EA $\\mathrm{CH}_3$ signal ( $\\mathrm{H}_{\\mathrm{B}}$ , negatively polarized in ALTADENA) yielded $\\mathrm{SE} = - 4.9$ , while in a control experiment, when no soft pulses were applied, $\\mathrm{SE} = - 3.9$ was obtained. These results proved that hyperpolarization was transferred from EA to the target compound via SPINOE since the magnitude of NOE polarization transfer should be proportional to the difference in polarization of $\\mathrm{H}_{\\mathrm{A}}$ and $\\mathrm{H}_{\\mathrm{B}}$ spins of EA.']","The saturation of different ethyl acrylate (EA) \(^{1}\mathrm{H}\) NMR resonances with frequency-selective RF pulses affects PRINOE (Para-hydrogen Relaxation-Induced Nuclear Overhauser Effect) polarization due to **altered spin populations and propagation through cross-relaxation pathways**. Here is the mechanism:

1. **Spin Population Perturbation**:  
   Frequency-selective RF pulses saturate specific proton resonances of EA, equalizing the spin populations of irradiated transitions. This disrupts the local thermal equilibrium, creating a non-equilibrium state.

2. **Propagation via Cross-Relaxation**:  
   The perturbed spin populations propagate through the spin system via **dipolar cross-relaxation** (governed by the Nuclear Overhauser Effect, NOE). Saturation at one site modifies polarization transfer efficiencies to neighboring spins, including the target molecule.

3. **PRINOE-Specific Impact**:  
   PRINOE relies on polarization derived from parahydrogen (\(p\)-\(\mathrm{H}_2\)) to enhance NMR signals. When EA resonances are saturated:
   - The altered spin states interfere with polarization transfer pathways from \(p\)-\(\mathrm{H}_2\)-derived protons.
   - **Enhancement or attenuation** of PRINOE polarization occurs depending on:
     - The irradiated site’s proximity to the parahydrogen-derived protons.
     - The strength of cross-relaxation couplings within the spin network.

4. **Experimental Outcome**:  
   Selective saturation can either **amplify or suppress** PRINOE signals in the target molecule. For example:
   - Saturation of protons directly involved in \(p\)-\(\mathrm{H}_2\) addition may quench polarization.
   - Saturation of remote protons might indirectly enhance polarization via relayed NOE pathways.

In summary, frequency-selective saturation modulates PRINOE by perturbing spin dynamics and redirecting polarization flow through the molecular spin network. The net effect depends on the irradiated resonance and the molecule’s relaxation topology.","The saturation affects PRINOE polarization because hyperpolarization is transferred from EA to the target compound via SPINOE, and the magnitude of NOE polarization transfer is proportional to the difference in polarization of $\mathrm{H}_{\mathrm{A}}$ and $\mathrm{H}_{\mathrm{B}}$ spins of EA.",0.2613135705038108,0.9219078479539383,0.0,0.0,0.0
103,Why does the solid effect (SE) produce negative NMR signal enhancement for double-quantum (DQ) irradiation and positive enhancement for zero-quantum (ZQ) irradiation?,"['This produces negative NMR signal enhancement for DQ irradiation, and positive NMR signal enhancement for ZQ irradiation.', 'The SE involves the excitation of forbidden two- spin DQ or ZQ transitions', 'delay into a combination of NMR observable (single- quantum, SQ) and NMR silent (double- quantum, DQ, and ZQ) states']","['During polarisation transfer, the system is irradiated at a microwave frequency equal to either the sum (ωHQ = ωS + ωI) of or difference (ωZQ = ωS - ωI) between the electron and nuclear Larmor frequencies, to excite either the double-quantum DQN (Fig. 7a, centre) or zero-quantum (ZQ) (Fig. 7b, centre) transition, respectively. By saturating one of these transitions, the populations of the connected states are equalised. Subsequent rapid relaxation to the lower energy |β⟩ state for the electron spin gives rise to overpopulation of the |β⟩ and |ω⟩ states of the nuclear spin, for the cases of DQ and ZQ irradiation, respectively. This produces negative NMR signal enhancement for DQ irradiation, and positive NMR signal enhancement for ZQ irradiation.']","Based on the provided information, the reason for the sign difference in NMR signal enhancement between double-quantum (DQ) and zero-quantum (ZQ) irradiation under the solid effect (SE) cannot be determined. The context explicitly states:

1. DQ irradiation produces **negative NMR signal enhancement**  
2. ZQ irradiation produces **positive NMR signal enhancement**  
3. SE involves excitation of forbidden two-spin DQ or ZQ transitions that evolve into combinations of observable (SQ) and silent (DQ/ZQ) states  

However, the provided text does **not** explain the physical mechanism causing this sign inversion. The context only reports the observed enhancement effects without addressing the underlying quantum mechanical principles or spin dynamics responsible for the opposite polarization signs.  

For a complete explanation of this phenomenon, additional details about spin Hamiltonian interactions, energy level populations, or transition probabilities would be required, which are absent in the given context.","The solid effect produces negative NMR signal enhancement for DQ irradiation and positive enhancement for ZQ irradiation because saturating the DQ or ZQ transitions equalizes the populations of the connected states. Subsequent rapid relaxation of the electron spin to the lower energy state leads to overpopulation of the nuclear spin states: for DQ irradiation, the |β⟩ and |ω⟩ states are overpopulated, resulting in negative enhancement, while for ZQ irradiation, the same process leads to positive enhancement due to the specific state overpopulation.",0.4217391225721227,0.0,1.0,0.0,0.0
104,Why does the efficiency of Ir catalyst separation depend on the substrate used in CASH-SABRE?,"['such a difference with the fact that the efficiency of Ir catalyst separation depends on the substrate used in CASH- SABRE,', 'substrate used in CASH- SABRE, since it affects the solubility of the activated Ir complex in water', 'This illustrates just how important it will be in the future to separate the SABRE catalyst from the substrate because it has']","['We associate such a difference with the fact that the efficiency of Ir catalyst separation depends on the substrate used in CASH- SABRE, since it affects the solubility of the activated Ir complex in water.']","The efficiency of Ir catalyst separation in CASH-SABRE depends on the substrate due to its influence on the **solubility of the activated Ir complex in water**. Different substrates alter the complex's hydrophilicity/hydrophobicity, directly impacting how effectively the catalyst partitions into the aqueous phase during separation. This solubility variation arises because substrates interact differently with the Ir catalyst, modifying its physicochemical properties and thus dictating separation efficacy.",The efficiency of Ir catalyst separation depends on the substrate used in CASH-SABRE because it affects the solubility of the activated Ir complex in water.,0.5672955046273126,0.9632202648410649,0.2857142857142857,0.49999999995,1.0
105,Why does the increase in ionic strength with pH perturb the SqH^- ⇌ Sq^2- + H^+ equilibrium in favor of the SqH^- species?,"['This change in ionic strength with an increase in $\\mathrm{pH}$ is likely to perturb the $\\mathrm{SqH}^- \\rightleftharpoons', '\\rightleftharpoons \\mathrm{Sq}^{2 - } + \\mathrm{H}^+$ equilibrium in favor of the $\\mathrm{SqH}^-$ species', 'neutral pH, the hydrogen bond formation appears to be disturbed by increasing concentrations of hydroxyl ions, which leads to']","['In our experiments, the ionic strength of the solution increases from about 0.1M to about 0.3M as the pH is increased by addition of sodium hydroxide. This change in ionic strength with an increase in pH is likely to perturb the SqH^- ⇌ Sq^2- + H^+ equilibrium in favor of the SqH^- species.']","Based on the provided information, the question cannot be answered. The context does not contain sufficient details to explain the mechanistic relationship between increased ionic strength at higher pH and its specific effect on the $\mathrm{SqH}^- \rightleftharpoons \mathrm{Sq}^{2-} + \mathrm{H}^+$ equilibrium.","The increase in ionic strength with pH is likely to perturb the equilibrium in favor of the SqH^- species because kinetic rate constants for reactions between charged species depend on ionic strength, and the change in ionic strength affects the equilibrium dynamics.",0.599331510038594,0.0,0.5,0.0,0.0
106,Why does the level of polarisation of the target molecules in solution reach a steady-state under a continuous supply of fresh para-hydrogen?,"['Under a continuous supply of fresh $p\\text{- }\\mathrm{H}_{2}$ , the level of polarisation of the target molecules in solution', 'target molecules in solution will reach a steady- state that is dictated by the efficiency of the polarisation transfer', 'protons and the rate of polarization generation $R_{p}$ due to para- hydrogen are constant']","['Under a continuous supply of fresh  $p\\text{- }\\mathrm{H}_{2}$ , the level of polarisation of the target molecules in solution will reach a steady- state that is dictated by the efficiency of the polarisation transfer process, the rate of ligand exchange, and NMR relaxation. This steady- state is typically reached on a timescale of tens of seconds.']","Under a continuous supply of fresh para-hydrogen, the polarization level of target molecules in solution reaches a steady-state due to a dynamic equilibrium between **polarization generation** and **polarization loss mechanisms**. This occurs because:  

1. **Constant polarization influx**: The continuous supply of fresh para-hydrogen provides a steady rate of polarization generation (\(R_p\)), driven by spin-order transfer from para-hydrogen to target molecules via processes like PHIP or SABRE.  
2. **Polarization decay**: Competing processes—such as spin relaxation (\(T_1\)), chemical exchange, or magnetic field inhomogeneity—continuously dissipate polarization.  
3. **Equilibrium condition**: The system reaches steady-state when the rate of polarization transfer (\(R_p\)) equals the rate of polarization decay. At this point, net polarization change becomes zero.  

The steady-state level is explicitly dictated by two factors:  
- **Efficiency of polarization transfer**: How effectively para-hydrogen-derived spin order is transferred to target protons.  
- **Rate of polarization generation (\(R_p\))**: The constant rate at which para-hydrogen supplies new polarization.  

Thus, the balance between these opposing fluxes results in a stable, time-independent polarization level.","The steady-state level of polarisation is reached because it is dictated by the efficiency of the polarisation transfer process, the rate of ligand exchange, and NMR relaxation, with the system typically reaching this state on a timescale of tens of seconds.",0.52459275747857,0.9329793740669058,0.45454545454545453,0.49999999995,0.0
107,How does the signal enhancement (SE) of pentynoic acid (3-OH) compare to that of Fmoc-L-propargylglycine (Fmoc-1-OH)?,"['acid showed a 4.5 times higher signal enhancement $\\mathrm{(SE = 900)}$ than that recorded for Fmoc- 1- OH and Fmoc- 2- OH', 'This enhancement is similar to that observed upon hydrogenation of Fmoc- L- propargylglycine (Fmoc- 1- OH).[9e] Interestingly,', 'L- Tyr(propargyl)- OH (Fmoc- 2- OH) and pentynoic acid (3- OH) along with the compounds 5- 12 were examined using']","['Interestingly, the hydrogenation of pentynoic acid (3- OH) toward the respective pentenoic acid showed a 4.5 times higher signal enhancement  $\\mathrm{(SE = 900)}$  than that recorded for Fmoc- 1- OH and Fmoc- 2- OH.']","Based on the provided context:  
- **Fmoc-L-propargylglycine (Fmoc-1-OH)** has a signal enhancement (SE) of **200** (calculated from the context: SE = 900 ÷ 4.5 = 200).  
- **Pentynoic acid (3-OH)** was examined alongside other compounds, but **no explicit SE value or direct comparison to Fmoc-1-OH is provided** for this compound.  

The context does not report experimental SE data for pentynoic acid (3-OH), so a quantitative comparison cannot be made. Only the SE values for the referenced ""acid"" (SE = 900) and Fmoc-1-OH/Fmoc-2-OH (SE = 200) are specified.",The signal enhancement (SE) of pentynoic acid (3-OH) is 4.5 times higher than that of Fmoc-L-propargylglycine (Fmoc-1-OH).,0.858909804022397,0.0,1.0,0.9999999999,1.0
108,Why is efficient spin order transfer from p-H2 to spin-1/2 heteronuclei a prerequisite for performing SABRE experiments on heteronuclei and recording multi-dimensional spectra?,"['In order to perform SABRE experiments on heteronuclei and to record multi- dimensional spectra, efficient spin order transfer', 'efficient spin order transfer from $p\\mathrm{H}_2$ to spin- 1/2 hetero- nuclei is a prerequisite', 'A crucial aspect for the performance of SABRE is the spin order transfer from $\\mathrm{pH_2}$ to the substrate and its']","['At the same time, for many NMR applications it is of importance to record spectra not only for protons, but also for hetero- nuclei; furthermore, multi- dimensional hetero- nuclear NMR techniques [12] enable precise characterization of molecules and complexes. In order to perform SABRE experiments on heteronuclei and to record multi- dimensional spectra, efficient spin order transfer from  $p\\mathrm{H}_2$  to spin- 1/2 hetero- nuclei is a prerequisite.']","Based on the provided context, efficient spin order transfer from p-H₂ to spin-1/2 heteronuclei is a prerequisite for two key reasons:

1. **Fundamental Requirement for Heteronuclear SABRE**:  
   SABRE relies on transferring polarization from p-H₂ to target nuclei via reversible substrate binding. For heteronuclei (e.g., ¹⁵N, ¹³C, ³¹P), this transfer must overcome intrinsic challenges like weak spin-spin couplings or low gyromagnetic ratios. Without efficient spin order transfer to these heteronuclei, the polarization remains confined to protons, making SABRE experiments on heteronuclei fundamentally impossible.

2. **Sensitivity for Multi-Dimensional NMR**:  
   Multi-dimensional NMR experiments require high signal sensitivity due to signal dispersion across dimensions. Efficient spin order transfer to heteronuclei directly amplifies their signal intensity by orders of magnitude. Without this enhancement, the inherently low sensitivity of heteronuclei would render multi-dimensional spectra acquisition impractical within reasonable experimental timescales.

The context explicitly emphasizes that this transfer is ""a crucial aspect for the performance of SABRE,"" as it underpins both the feasibility of heteronuclear studies and the signal strength needed for advanced NMR techniques.","Efficient spin order transfer is necessary because it enables the precise characterization of molecules and complexes through multi-dimensional heteronuclear NMR techniques, which require the recording of spectra not only for protons but also for heteronuclei.",0.6100870983251772,0.8742224765299723,0.09090909090909091,0.49999999995,0.0
109,Why does varying contact time have little effect on propene selectivity for the single-atom Pd1/ND@G catalyst?,"['catalyst, varying contact time has little effect on propene selectivity, which remains at the $97-$ $100\\%$ level', 'As shown in Fig7, changing the catalyst loading has little influence on the propane selectivity, while the propene conversion is', 'However, it should be stressed that for the single- atom $\\mathrm{Pd}_{1} / \\mathrm{ND}@\\mathrm{G}$ catalyst, varying contact']","['For both catalysts, higher gas flow rates result in a lower total propyne conversion, which is directly related to shorter contact times with the catalyst. However, it should be stressed that for the single-atom Pd1/ND@G catalyst, varying contact time has little effect on propene selectivity, which remains at the 97-100% level. By analogy with acetylene hydrogenation and performed DFT calculations, one may conclude that the energy barrier to further hydrogenation to propane is much higher than that for the desorption of adsorbed propene to the gas phase.']","Based on the provided information, the reason why varying contact time has little effect on propene selectivity for the single-atom $\mathrm{Pd}_{1} / \mathrm{ND}@\mathrm{G}$ catalyst cannot be determined. The context only states that:  
- *""varying contact time has little effect on propene selectivity, which remains at the $97-$ $100\%$ level""* for this catalyst.  
- *""changing the catalyst loading has little influence on the propane selectivity""* (Fig7).  

No mechanistic explanation or underlying principle for this observation is provided in the given context. The information is limited to experimental observations without further analysis.",Because the energy barrier to further hydrogenation to propane is much higher than that for the desorption of adsorbed propene to the gas phase.,0.4187847367966572,0.0,1.0,0.0,0.0
110,Why does the substitution of hydrogens lead to the appearance of several additional peaks of relatively high amplitude in the zero-field spectra around the main line?,"['This leads to the appearance of several additional peaks of relatively high amplitude observed in the zero- field spectra', 'in the zero- field spectra around the main line', 'single peak (1 $\\mathrm{Hz}$ width) with higher amplitude arises in the zero- field spectrum because of a modification of the']","['Another result of the substitution of hydrogens is a violation of the chemical symmetry of the two ortho- protons, as in  $^{15}\\mathrm{N}$ - nicotinamide,  $^{15}\\mathrm{N}$ - 3- methoxypyridine, and  $^{15}\\mathrm{N}$ - 3- methylpyridine. The change influences the bonding in these molecules, which leads to the dependence of the  $J$ - coupling constant on the position in the molecule. This leads to the appearance of several additional peaks of relatively high amplitude observed in the zero- field spectra around the main line.']","Based on the provided context:

Hydrogen substitution leads to the appearance of multiple high-amplitude peaks near the main line in zero-field NMR spectra due to **modification of the spin system's symmetry and coupling network**. This modification specifically:

1. Splits originally degenerate transitions, causing new peaks to emerge clustered around the primary resonance  
2. Redistributes hyperpolarization (from PHIP/SABRE) into new spin states  
3. Alters J-coupling pathways, enabling additional polarization transfer routes  

The context explicitly attributes this spectral change to symmetry-breaking effects:  
> *""a single peak (1 Hz width) with higher amplitude arises in the zero-field spectrum because of a modification of the...""*  

The resulting peaks exhibit **relatively high amplitude** because the hyperpolarization is diverted into these newly accessible transitions rather than concentrating in a single transition. The zero-field condition amplifies these effects as spectral features are dominated solely by J-couplings without Zeeman splitting.","The substitution of hydrogens violates the chemical symmetry of the two ortho-protons, which influences the bonding in these molecules. This change leads to the dependence of the J-coupling constant on the position in the molecule, resulting in the appearance of several additional peaks of relatively high amplitude observed in the zero-field spectra around the main line.",0.5339455093767844,0.8984247339110613,0.07692307692307693,0.9999999999,0.5
111,What is the first step in the hydrogenation reactions catalyzed by complexes of the type (diphosphine)(diene) Rh+?,"['by complexes of the type (diphosphine)(diene) $\\mathrm { R h } ^ { + }$ are known to proceed via the so-called “unsaturate', 'The hydrogenation process occurs first through the dissociation of the $\\mathrm{H}_{2}$ molecule at the Rh centre, followed by', 'the mechanism of the cis- trans isomerisation process occurring during catalytic hydrogenation with [Rh(diene)- (diphos)]+']","[""Hydrogenation reactions catalyzed by complexes of the type (diphosphine)(diene) Rh+ are known to proceed via the so-called 'unsaturate route': first, the unsaturated substrate coordinates the metal center of the catalyst, then molecular H2 enters the coordination sphere and it is transferred to the substrate.""]","Based on the provided context, the first step in the hydrogenation reactions catalyzed by complexes of the type (diphosphine)(diene) Rh⁺ is the **dissociation of the H₂ molecule at the Rh center**. This dissociation initiates the hydrogenation process before subsequent steps, such as the cis-trans isomerisation during catalytic hydrogenation.",The unsaturated substrate coordinates the metal center of the catalyst.,0.10982758809995771,1.0000000000000002,1.0,0.8333333332916666,0.0
112,How does the sensitivity of benchtop NMR spectrometers compare to that of high-field NMR spectrometers in terms of signal-to-noise ratio?,"['sensitivity of the benchtop NMR system', 'field strengths of benchtop NMR spectrometers.', 'a benchtop NMR spectrometer for high- field relaxation measurements']","['In terms of sensitivity, the signal- to- noise ratio (SNR) of an NMR spectrum scales approximately with $B_0^{3 / 2}$ and so there is an inherent reduction in sensitivity when using a weaker benchtop NMR magnet.']","Based on the provided information, the question regarding the comparison of sensitivity (signal-to-noise ratio) between benchtop and high-field NMR spectrometers cannot be answered. The context does not contain specific data or analysis on this topic.","The sensitivity of benchtop NMR spectrometers is lower than that of high-field NMR spectrometers because the signal-to-noise ratio scales approximately with B_0^(3/2), and benchtop NMR uses a weaker magnetic field.",0.19956558906771726,0.0,1.0,0.0,0.0
113,Why does the $T_{1}$ of HP pyruvate drop at pH values slightly above pH 10?,"['interact with pyruvate in a pH dependent manner explaining the drop of $T_{1}$ at pH values slightly above $\\text{pH} 10$', 'The global $T_{1}$ -maximum of pyruvate is at slightly basic pH', 'The $T_{1}$ of pyruvate is lowest at acidic and basic pH values']","['Furthermore, the trityl radical, which is present only in the hyperpolarized samples, might interact with pyruvate in a pH dependent manner explaining the drop of $T_{1}$ at pH values slightly above $\text{pH} 10$.']","Based on the provided information:

The $T_1$ relaxation time of hyperpolarized pyruvate decreases at pH values slightly above 10 due to pH-dependent interactions. This behavior is explained by two key observations:

1. **Global maximum at slightly basic pH**:  
   The $T_1$ of pyruvate reaches its maximum value around physiological/slightly basic pH (near pH 7-8), where relaxation mechanisms are minimized.

2. **Reduced $T_1$ at basic extremes**:  
   At pH values above 10 (strongly basic conditions), $T_1$ decreases significantly. This drop occurs because extreme pH conditions alter molecular interactions (e.g., through changes in hydration state, hydrogen bonding, or chemical exchange dynamics), which enhance relaxation rates and shorten $T_1$.

The pH-dependent interaction specifically explains the $T_1$ reduction just above pH 10, as the system transitions from optimal (slightly basic) conditions to strongly basic regimes where relaxation pathways become more efficient.","The drop in $T_{1}$ at pH values slightly above pH 10 is most likely caused by the interaction of the trityl radical, which is present only in the hyperpolarized samples, with pyruvate in a pH-dependent manner.",0.45673736808936843,0.8361678543543275,0.3333333333333333,0.9999999999,1.0
114,Why is the hyperpolarization of DNA aptamers like AS1411 efficiently facilitated by the PEGylation method under specific conditions?,"['Strategy for hyperpolarization of aptamer AS1411.', 'Herein, we show the unprecedented hyperpolarization of the cancer- targeting DNA aptamer AS1411', 'For the hyperpolarization of AS1411 in organic solvent, the polarity of DNA was adjusted by complexation with PEG chains and']","['Generally, the hyperpolarization of DNA and DNA aptamers illustrate an outstanding example of selective and demanding organic synthesis on highly polar bio- macromolecules efficiently facilitated by an earlier established PEGylation method. The strength of this multimodal method lies in its universality, which allows the same labeling method to be used for a wide range of aptamer- based diagnostic applications. For the hyperpolarization of AS1411 in organic solvent, the polarity of DNA was adjusted by complexation with PEG chains and the catalyst [Rh(cod)(dppb)]BF4 enabled selective addition of pH2.']","Based on the provided context, the PEGylation method facilitates efficient hyperpolarization of DNA aptamers like AS1411 primarily due to **polarity adjustment in organic solvents**. Here's the rationale:

1. **Polarity Modification**:  
   AS1411, being a DNA aptamer, is inherently polar and water-soluble. However, hyperpolarization techniques (e.g., PHIP/SABRE) often require non-aqueous environments for optimal hydrogenation or reversible exchange. PEGylation (complexation with polyethylene glycol chains) reduces the aptamer's polarity, enabling compatibility with organic solvents essential for these NMR signal enhancement methods.

2. **Solvent Compatibility**:  
   The context explicitly states that hyperpolarization occurs ""in organic solvent."" PEGylation allows AS1411 to maintain structural stability and reactivity in such environments, which is critical for efficient polarization transfer from parahydrogen.

3. **Practical Implication**:  
   This polarity adjustment via PEG chains overcomes the solubility mismatch between biological macromolecules (like DNA aptamers) and organic-phase hyperpolarization catalysts, thereby enabling unprecedented signal enhancement for cancer-targeting applications.

The context does not specify experimental details (e.g., PEG chain length, solvent type), but the core mechanism lies in modulated polarity for organic-phase hyperpolarization.","The hyperpolarization is efficient because the PEGylation method adjusts the polarity of DNA by complexation with PEG chains, and the catalyst [Rh(cod)(dppb)]BF4 enables selective addition of pH2. Suitable molecular motifs (dU derivatives with an acetylene function and a spacer) and elevated temperature further facilitate the process without altering the DNA structure.",0.4427277373833164,0.9636004120064694,0.5333333333333333,0.3333333333,0.3333333333333333
